company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
Tac,tnarmsco.com,Dyersburg,TN,United States,534,http://www.linkedin.com/company/tac-llc,,Electronics,253,255,174868750,,,,,,,,https://www.growjo.com/company/Tac,https://www.indeed.com/jobs?q=company%3A(Tac),734%,For Contact Direct Phone Numbers and Emails see Lead411
Jar,myjar.app,Bangalore,,India,175,http://www.linkedin.com/company/jarapp/,2021,Tech Services,254,256,14340500,1,,Tiger Global,,,200000000,$36.5M,https://www.growjo.com/company/Jar,https://www.indeed.com/jobs?q=company%3A(Jar),86%,For Contact Direct Phone Numbers and Emails see Lead411
Ankorstore,ankorstore.com,Paris,,France,653,http://www.linkedin.com/company/ankorstore,2019,eCommerce,255,257,389356000,1,,"Global Founders Capital, Aglae Ventures, Alven Capital",,,2000000000,€365M,https://www.growjo.com/company/Ankorstore,https://www.indeed.com/jobs?q=company%3A(Ankorstore),20%,For Contact Direct Phone Numbers and Emails see Lead411
causaLens,causalens.com,London,,UK,60,http://www.linkedin.com/company/causalens,2017,Analytics,256,258,7673400,1,,"Dorilton Ventures, Molten Ventures",,,250000000,$50.9M,https://www.growjo.com/company/causaLens,https://www.indeed.com/jobs?q=company%3A(causaLens),13%,For Contact Direct Phone Numbers and Emails see Lead411
Scalapay,scalapay.com,Dublin,,IE,227,http://www.linkedin.com/company/scalapay,2019,Tech Services,257,259,37642000,1,,"Fasanara Capital, Tiger Global Management, Baleen Capital",,,1000000000,$727.5M,https://www.growjo.com/company/Scalapay,https://www.indeed.com/jobs?q=company%3A(Scalapay),43%,For Contact Direct Phone Numbers and Emails see Lead411
inkuA,inkua.de,Frankfurt am Main,,GEN,404,http://www.linkedin.com/company/inkua,,Business Skills Training,258,260,7500000,,,,,,,,https://www.growjo.com/company/inkuA,https://www.indeed.com/jobs?q=company%3A(inkuA),708%,For Contact Direct Phone Numbers and Emails see Lead411
InkuA,linktr.ee/inkua,Frankfurt am Main,,Ger,404,https://www.linkedin.com/company/inkua,2021,Nonprofit,259,261,,,,,,,,,https://www.growjo.com/company/InkuA,https://www.indeed.com/jobs?q=company%3A(InkuA),708%,For Contact Direct Phone Numbers and Emails see Lead411
Mamaearth,mamaearth.in,Gurgaon,,India,401,http://www.linkedin.com/company/mama-earth-in,2016,Digital Health,260,262,37426900,1,"E-Commerce, Offline Businesses, Fast-Moving Consumer Goods","Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",,,1200000000,$110.8M,https://www.growjo.com/company/Mamaearth,https://www.indeed.com/jobs?q=company%3A(Mamaearth),93%,For Contact Direct Phone Numbers and Emails see Lead411
NEXTracker,nextracker.com,Fremont,CA,United States,637,http://www.linkedin.com/company/nextracker-inc,2013,Environmental,261,263,178422300,1,,,,,3400000000,$547.6M,https://www.growjo.com/company/NEXTracker,https://www.indeed.com/jobs?q=company%3A(NEXTracker),17%,For Contact Direct Phone Numbers and Emails see Lead411
DeepL,deepl.com,Cologne,,Germany,423,http://www.linkedin.com/company/linkedin-com-company-deepl,2009,AI,262,264,78943200,1,,IVP,,,1000000000,,https://www.growjo.com/company/DeepL,https://www.indeed.com/jobs?q=company%3A(DeepL),92%,For Contact Direct Phone Numbers and Emails see Lead411
908 Devices,908devices.com,Boston,MA,United States,216,http://www.linkedin.com/company/908-devices,2012,Research,263,265,24890550,2,"Analytics,Biotechnology,Cleantech,Hardware,Healthcare,Information Security,Medical Devices,Pharmaceuticals,Physical Security,Security,Wind Power",,,B2B,593000000,$66.8M,https://www.growjo.com/company/908_Devices,https://www.indeed.com/jobs?q=company%3A(908 Devices),12%,For Contact Direct Phone Numbers and Emails see Lead411
AI 21,ai21.com,Tel Aviv,IL,Israel,149,http://www.linkedin.com/company/ai21,2017,AI,264,266,23478000,1,,Ahren Innovation Capital Fund,,,664000000,,https://www.growjo.com/company/AI_21,https://www.indeed.com/jobs?q=company%3A(AI 21),82%,For Contact Direct Phone Numbers and Emails see Lead411
Athelas,athelas.com,Mountain View,CA,United States,202,http://www.linkedin.com/company/athelas,2016,Biotech,265,267,47662500,1,,"Sequoia Capital, General Catalyst, Human Capital",,,1500000000,$150.1M,https://www.growjo.com/company/Athelas,https://www.indeed.com/jobs?q=company%3A(Athelas),38%,For Contact Direct Phone Numbers and Emails see Lead411
wefox,wefox.com,Berlin,,Germany,882,http://www.linkedin.com/company/wefox,2015,Insurance,266,268,291319600,30,,"Mubadala Investment Company, LGT, Horizons Ventures",,,4500000000,$1.3B,https://www.growjo.com/company/wefox,https://www.indeed.com/jobs?q=company%3A(wefox),39%,For Contact Direct Phone Numbers and Emails see Lead411
Stori,storicard.com,Ciudad de MÃ©xico,,Mexico,342,http://www.linkedin.com/company/stori-card,2019,Fintech,267,269,35587500,1,,"Vision Plus Capital, Source Code Capital, Lightspeed Venture Partners",,,1200000000,$400M,https://www.growjo.com/company/Stori,https://www.indeed.com/jobs?q=company%3A(Stori),59%,For Contact Direct Phone Numbers and Emails see Lead411
Neo Financial,neofinancial.com,Calgary,AB,Canada,854,http://www.linkedin.com/company/neo-financial,2019,Fintech,268,270,166752300,660,,Valar Ventures,,,779450000,$91.5M,https://www.growjo.com/company/Neo_Financial,https://www.indeed.com/jobs?q=company%3A(Neo Financial),38%,For Contact Direct Phone Numbers and Emails see Lead411
Veriff,veriff.com,Harjumaa,,Estonia,484,http://www.linkedin.com/company/veriff/,2015,SaaS,269,271,90322400,1,,"Tiger Global, Alkeon",,,1500000000,$192.3M,https://www.growjo.com/company/Veriff,https://www.indeed.com/jobs?q=company%3A(Veriff),16%,For Contact Direct Phone Numbers and Emails see Lead411
Kandji,kandji.io,San Diego,CA,United States,309,http://www.linkedin.com/company/kandji,2018,DevOps,270,272,57607200,25,saas,,,,800000000,$188.4M,https://www.growjo.com/company/Kandji,https://www.indeed.com/jobs?q=company%3A(Kandji),286%,For Contact Direct Phone Numbers and Emails see Lead411
Brightline,hellobrightline.com,Palo Alto,CA,United States,240,http://www.linkedin.com/company/hellobrightline,2019,Babytech,271,273,43344000,1,,KKR,,,705000000,$50M,https://www.growjo.com/company/Brightline,https://www.indeed.com/jobs?q=company%3A(Brightline),8%,For Contact Direct Phone Numbers and Emails see Lead411
FreightWaves,freightwaves.com,Chattanooga,TN,United States,235,http://www.linkedin.com/company/freightwaves,2017,Transportation,272,274,87092200,21,,8VC,,,8000000000,$92.4M,https://www.growjo.com/company/FreightWaves,https://www.indeed.com/jobs?q=company%3A(FreightWaves),10%,For Contact Direct Phone Numbers and Emails see Lead411
JupiterOne,jupiterone.com,Morrisville,NC,United States,191,http://www.linkedin.com/company/jupiterone,2018,Tech Services,273,275,30863250,1,,Tribe Capital,,,1000000000,$49M,https://www.growjo.com/company/JupiterOne,https://www.indeed.com/jobs?q=company%3A(JupiterOne),32%,For Contact Direct Phone Numbers and Emails see Lead411
GoCardless,gocardless.com,London,,UK,884,http://www.linkedin.com/company/gocardless,2011,Fintech,274,276,172515200,4,saas,Permira,Y Combinator,,2100000000,$529.3M,https://www.growjo.com/company/GoCardless,https://www.indeed.com/jobs?q=company%3A(GoCardless),14%,For Contact Direct Phone Numbers and Emails see Lead411
Tessera Therapeutics,tesseratx.com,Cambridge,MA,United States,319,http://www.linkedin.com/company/tessera-therapeutics,,Biotech,275,277,45415000,1,,"Altitude Life Science Ventures, SoftBank Group, Alaska Permanent Fund",,,1690000000,$431.8M,https://www.growjo.com/company/Tessera_Therapeutics,https://www.indeed.com/jobs?q=company%3A(Tessera Therapeutics),50%,For Contact Direct Phone Numbers and Emails see Lead411
Geek,geekplus.com,Beijing,,China,619,http://www.linkedin.com/company/geekplusrobotics,2015,Automation Machinery Manufacturing,276,278,108046000,,,"Intel Capital, Vertex Growth",,,2000000000,,https://www.growjo.com/company/Geek,https://www.indeed.com/jobs?q=company%3A(Geek),3%,For Contact Direct Phone Numbers and Emails see Lead411
NordVPN,nordvpn.com,Panama City,,Panama,62,http://www.linkedin.com/company/nord-vpn,2012,IT Security,277,279,11536200,1,,Novator Ventures,,,1600000000,,https://www.growjo.com/company/NordVPN,https://www.indeed.com/jobs?q=company%3A(NordVPN),27%,For Contact Direct Phone Numbers and Emails see Lead411
Augustinus Bader,augustinusbader.com,London,,UK,126,http://www.linkedin.com/company/augustinus-bader,,Cosmetics,278,280,15000000,1,,,,,1000000000,,https://www.growjo.com/company/Augustinus_Bader,https://www.indeed.com/jobs?q=company%3A(Augustinus Bader),26%,For Contact Direct Phone Numbers and Emails see Lead411
MassMutual India,careers.massmutual.com,Serilingampally Mandal,,India,380,http://www.linkedin.com/company/massmutual-india,,Tech Services,279,281,35796875,1,,,,,,,https://www.growjo.com/company/MassMutual_India,https://www.indeed.com/jobs?q=company%3A(MassMutual India),660%,For Contact Direct Phone Numbers and Emails see Lead411
Arcadia,arcadia.com,Washington,DC,United States,918,http://www.linkedin.com/company/arcadiahq,2014,Environmental,280,282,289489200,1,"Internet, Energy, Clean Technology, Clean Energy, Solar, Big Data, Renewable Energies, Smart Home","BoxGroup, Energy Impact Partners, Camber Creek",,,1480000000,$370.5M,https://www.growjo.com/company/Arcadia,https://www.indeed.com/jobs?q=company%3A(Arcadia),46%,For Contact Direct Phone Numbers and Emails see Lead411
Talos Engineered Products,talosep.com,Lewisburg,TN,United States,119,http://www.linkedin.com/company/talos-engineered-products,1982,,281,283,15000000,1,,"Castle Island Ventures, PayPal Ventures, Andreessen Horowitz",,,1250000000,,https://www.growjo.com/company/Talos_Engineered_Products,https://www.indeed.com/jobs?q=company%3A(Talos Engineered Products),24%,For Contact Direct Phone Numbers and Emails see Lead411
AtoB,atob.co,San Francisco,CA,United States,142,http://www.linkedin.com/company/goatob,,Fintech,282,284,28457000,1,,,,,800000000,$257M,https://www.growjo.com/company/AtoB,https://www.indeed.com/jobs?q=company%3A(AtoB),65%,For Contact Direct Phone Numbers and Emails see Lead411
Remarkable.com,remarkable.com,Lakeland North,WA,United States,365,http://www.linkedin.com/company/remarkable-as,2013,Electronics,283,285,119743750,1,,Spark Capital,,,1000000000,$24M,https://www.growjo.com/company/Remarkable.com,https://www.indeed.com/jobs?q=company%3A(Remarkable.com),43%,For Contact Direct Phone Numbers and Emails see Lead411
reMarkable,getremarkable.com,Oslo,,Norway,365,http://www.linkedin.com/company/remarkable-as,2013,Electronics,284,286,119743750,1,,Spark Capital,,,1000000000,$24M,https://www.growjo.com/company/reMarkable,https://www.indeed.com/jobs?q=company%3A(reMarkable),43%,For Contact Direct Phone Numbers and Emails see Lead411
Polarium,polarium.com,Stockholm,,SWE,325,http://www.linkedin.com/company/polariumenergy,2015,Environmental,285,287,101587500,1,,AMF Pensionsforsakring,,,1000000000,$124M,https://www.growjo.com/company/Polarium,https://www.indeed.com/jobs?q=company%3A(Polarium),41%,For Contact Direct Phone Numbers and Emails see Lead411
Reibus International,reibus.com,Atlanta,GA,United States,239,http://www.linkedin.com/company/reibus-international,2018,Tech Services,286,288,39124625,1,"B2B, Marketplaces, Big Data Analytics",,,,,$101.7M,https://www.growjo.com/company/Reibus_International,https://www.indeed.com/jobs?q=company%3A(Reibus International),420%,For Contact Direct Phone Numbers and Emails see Lead411
Workhorse Group,workhorse.com,Loveland,OH,United States,251,http://www.linkedin.com/company/workhorse-custom-chassis,2007,Automotive,287,289,66693000,1,,,,,,$347.6M,https://www.growjo.com/company/Workhorse_Group,https://www.indeed.com/jobs?q=company%3A(Workhorse Group),34%,For Contact Direct Phone Numbers and Emails see Lead411
Xeneta,xeneta.com,Oslo,,NO,254,http://www.linkedin.com/company/xeneta-as/,2012,Logistics,288,290,87542625,1,saas,Apax Digital,,,265000000,,https://www.growjo.com/company/Xeneta,https://www.indeed.com/jobs?q=company%3A(Xeneta),62%,For Contact Direct Phone Numbers and Emails see Lead411
Asana Partners,asanapartners.com,Charlotte,NC,United States,101,http://www.linkedin.com/company/asana-partners,2015,Real Estate,289,291,15900000,1,,,,,1500000000,$2.6B,https://www.growjo.com/company/Asana_Partners,https://www.indeed.com/jobs?q=company%3A(Asana Partners),17%,For Contact Direct Phone Numbers and Emails see Lead411
D-Wave Systems,dwavesys.com,Burnaby,BC,CAN,232,http://www.linkedin.com/company/d-wave-systems-inc.,1999,Hardware,290,292,104920000,1,"Semiconductors, Cloud Computing, Manufacturing, Electronics",SPAC,,,1200000000,$256.2M,https://www.growjo.com/company/D-Wave_Systems,https://www.indeed.com/jobs?q=company%3A(D-Wave Systems),18%,For Contact Direct Phone Numbers and Emails see Lead411
EQUASHIELD,equashield.com,Port Washington,NY,United States,150,http://www.linkedin.com/company/equashield,2009,Medical Equip,291,293,57416250,1,"Biotechnology,Healthcare,Information Security,Medical Devices,Medical Diagnostics,Pharmaceuticals,Security",,,,1300000000,,https://www.growjo.com/company/EQUASHIELD,https://www.indeed.com/jobs?q=company%3A(EQUASHIELD),17%,For Contact Direct Phone Numbers and Emails see Lead411
Ataccama,ataccama.com,Toronto,ON,CAN,462,http://www.linkedin.com/company/ataccama,2007,Tech Services,292,294,89312750,1,"Data Storage,Storage, saas",Bain Capital,,B2B,550000000,,https://www.growjo.com/company/Ataccama,https://www.indeed.com/jobs?q=company%3A(Ataccama),36%,For Contact Direct Phone Numbers and Emails see Lead411
Monroe Capital,monroecap.com,Chicago,IL,United States,210,http://www.linkedin.com/company/monroe-capital,2004,Fintech,293,295,24735750,3,"Banking,Finance",,,B2C,,$34M,https://www.growjo.com/company/Monroe_Capital,https://www.indeed.com/jobs?q=company%3A(Monroe Capital),27%,For Contact Direct Phone Numbers and Emails see Lead411
Multiverse,multiverse.io,London,,UK,995,http://www.linkedin.com/school/joinmultiverse,,Education,294,296,303408000,1,,"Lightspeed Venture Partners, Google Ventures, General Catalyst",,,1700000000,$414M,https://www.growjo.com/company/Multiverse,https://www.indeed.com/jobs?q=company%3A(Multiverse),197%,For Contact Direct Phone Numbers and Emails see Lead411
Forto,forto.com,Berlin,,Germany,757,http://www.linkedin.com/company/fortocompany,2016,Logistics,295,297,346739250,1,,"Disruptive, SoftBank's Vision Fund 2",,,2100000000,$593.4M,https://www.growjo.com/company/Forto,https://www.indeed.com/jobs?q=company%3A(Forto),30%,For Contact Direct Phone Numbers and Emails see Lead411
Join ZOE,joinzoe.com,London,,UK,213,http://www.linkedin.com/company/joinzoe,2017,Tech Services,296,298,35409000,1,,Accomplice,,,254307020,,https://www.growjo.com/company/Join_ZOE,https://www.indeed.com/jobs?q=company%3A(Join ZOE),53%,For Contact Direct Phone Numbers and Emails see Lead411
Helm.ai,helm.ai,Menlo Park,CA,United States,58,http://www.linkedin.com/company/helm.ai,2016,AI,297,299,7429800,1,,Freeman Group,,,431000000,$69M,https://www.growjo.com/company/Helm.ai,https://www.indeed.com/jobs?q=company%3A(Helm.ai),87%,For Contact Direct Phone Numbers and Emails see Lead411
Kumo.AI,Kumo.AI,San Francisco,CA,United States,43,http://www.linkedin.com/company/kumo-ai/,2021,AI,298,300,4788000,1,,Sequoia Capital,,,100000000,,https://www.growjo.com/company/Kumo.AI,https://www.indeed.com/jobs?q=company%3A(Kumo.AI),169%,For Contact Direct Phone Numbers and Emails see Lead411
Optimism,optimism.io,New York,NY,United States,54,http://www.linkedin.com/company/optimism-pbc,2019,Tech Services,299,301,7190550,1,,"Andreessen Horowitz, Paradigm",,,1650000000,$178.5M,https://www.growjo.com/company/Optimism,https://www.indeed.com/jobs?q=company%3A(Optimism),69%,For Contact Direct Phone Numbers and Emails see Lead411
StashFin,stashfin.com,New Delhi,,India,556,http://www.linkedin.com/company/stashfin,2016,Fintech,300,302,48209200,1,,"Uncorrelated Ventures, Abstract Ventures, Fasanara Capital",,,700000000,,https://www.growjo.com/company/StashFin,https://www.indeed.com/jobs?q=company%3A(StashFin),121%,For Contact Direct Phone Numbers and Emails see Lead411
CredAvenue,credavenue.com,Chennai,,India,97,http://www.linkedin.com/company/credavenue,2017,Fintech,301,303,6630000,1,,"Insight, B Capital, Dragoneer",,,1300000000,$226.7M,https://www.growjo.com/company/CredAvenue,https://www.indeed.com/jobs?q=company%3A(CredAvenue),5%,For Contact Direct Phone Numbers and Emails see Lead411
Pulley,pulley.com,San Francisco,CA,United States,56,http://www.linkedin.com/company/pulley-cap-table,2019,Tech Services,302,304,7442850,1,,Founders Fund,,,200000000,,https://www.growjo.com/company/Pulley,https://www.indeed.com/jobs?q=company%3A(Pulley),81%,For Contact Direct Phone Numbers and Emails see Lead411
